id,description,amount,category,merchant,carbon_kg,date,confidence
4217,Safeway #2042 CA,56.15,Food,Safeway,13.59,2024-08-24,0.8985712016800346
4218,Target #8680,349.69,Shopping,Target,63.25,2024-06-23,0.8720807670612161
4219,Duke Energy #1975 TX,248.07,Energy,Duke Energy,114.42,2024-09-26,0.806574565507868
4220,Netflix #6371,13.3,Entertainment,Netflix,1.23,2024-09-26,0.7931544124003047
4221,AMC Theaters #1558,65.05,Entertainment,AMC Theaters,6.09,2025-05-06,0.7215966284066859
4222,Spotify #9202,55.63,Entertainment,Spotify,6.56,2024-08-18,0.9311540303135822
4223,Uber #8299,81.29,Transportation,Uber,75.65,2025-05-17,0.7867367801521926
4224,Lyft #8297,32.91,Transportation,Lyft,23.46,2025-02-23,0.8201551024307236
4225,Chevron #1462,108.41,Transportation,Chevron,82.55,2024-11-09,0.9871412276044186
4226,Best Buy #2724,144.63,Shopping,Best Buy,29.17,2025-04-10,0.7011780992472728
4227,Target #1389,138.28,Shopping,Target,22.54,2024-07-31,0.7900617105379885
4228,Netflix #2063,37.13,Entertainment,Netflix,3.52,2024-12-14,0.805037311982444
4229,Shell Gas Station #3209,148.05,Transportation,Shell Gas Station,132.62,2025-05-13,0.9072770137799149
4230,Amazon #3959,63.93,Shopping,Amazon,12.6,2025-02-26,0.979070452048876
4231,Delta Airlines #1401,156.14,Transportation,Delta Airlines,147.45,2024-11-12,0.8411487329174929
4232,Apple Store #1226 TX,202.19,Shopping,Apple Store,35.87,2024-11-16,0.7657711246802601
4233,Target #6533 TX,267.99,Shopping,Target,49.75,2024-10-31,0.870839520331272
4234,Shell Gas Station #8614 TX,86.85,Transportation,Shell Gas Station,57.77,2024-07-01,0.9113721126936652
4235,Delta Airlines #8768,138.29,Transportation,Delta Airlines,130.2,2025-04-18,0.8589567575748813
4236,Lyft #2544 CA,125.57,Transportation,Lyft,102.87,2025-05-23,0.8318709194603643
4237,Netflix #6681,74.13,Entertainment,Netflix,6.61,2025-01-22,0.9546540644669185
4238,Target #7170,260.34,Shopping,Target,56.31,2024-08-28,0.8342543556248083
4239,Duke Energy #7217,169.15,Energy,Duke Energy,77.04,2024-10-12,0.9162148448098373
4240,Shell Gas Station #5764,172.66,Transportation,Shell Gas Station,121.16,2024-07-12,0.8423540601208848
4241,ConEd Utility #1429,218.61,Energy,ConEd Utility,94.73,2024-11-19,0.9890345046852567
4242,ConEd Utility #9462 NY,61.96,Energy,ConEd Utility,28.39,2025-04-27,0.8661315090276152
4243,Duke Energy #2965,150.51,Energy,Duke Energy,68.42,2025-01-20,0.8444175616649336
4244,Best Buy #4525,426.03,Shopping,Best Buy,96.86,2024-11-09,0.9236769637284253
4245,AMC Theaters #5940,12.43,Entertainment,AMC Theaters,1.32,2024-11-08,0.7061003144439517
4246,Apple Store #1332 NY,395.55,Shopping,Apple Store,79.2,2024-07-25,0.7711462763394161
4247,Whole Foods #9052,8.9,Food,Whole Foods,2.93,2024-08-09,0.888089022602722
4248,Spotify #7802 NY,86.45,Entertainment,Spotify,7.94,2025-06-07,0.8771420162851397
4249,Duke Energy #8141,131.93,Energy,Duke Energy,42.86,2025-01-20,0.9236305216474693
4250,Amazon #9635,272.53,Shopping,Amazon,63.57,2024-06-28,0.7609920420982829
4251,Spotify #2127 CA,9.08,Entertainment,Spotify,1.05,2024-10-15,0.7394027703671526
4252,ConEd Utility #7469 NY,138.29,Energy,ConEd Utility,44.39,2024-09-05,0.8729327506051486
4253,Starbucks #2006,45.99,Food,Starbucks,14.44,2024-09-26,0.7229270756264875
4254,McDonalds #2616,142.94,Food,McDonalds,45.68,2024-12-12,0.8225984903380605
4255,PG&E Electric #2562,131.85,Energy,PG&E Electric,57.58,2024-12-19,0.708373471079384
4256,Best Buy #5983,492.89,Shopping,Best Buy,83.17,2025-03-18,0.9535718088578968
4257,Apple Store #8946 CA,449.1,Shopping,Apple Store,94.11,2025-02-07,0.7265336297253772
4258,Subway #7013 TX,5.7,Food,Subway,1.55,2025-02-17,0.839509561860732
4259,Uber #5381,66.33,Transportation,Uber,54.08,2024-08-04,0.8526912964685887
4260,ConEd Utility #2822,115.71,Energy,ConEd Utility,54.3,2024-11-03,0.7034365458821877
4261,Uber #9144,115.04,Transportation,Uber,102.86,2025-04-03,0.7095629075109067
4262,Spotify #1438,70.87,Entertainment,Spotify,5.92,2025-05-31,0.7772739719406669
4263,Chevron #2410,73.06,Transportation,Chevron,52.28,2024-08-09,0.8515063862015485
4264,Spotify #5225,35.57,Entertainment,Spotify,3.79,2025-05-02,0.8780092569975311
4265,Apple Store #8233 CA,417.6,Shopping,Apple Store,84.59,2024-07-24,0.9443696459691574
4266,Duke Energy #1589,286.66,Energy,Duke Energy,127.64,2024-09-07,0.7775150644725961
4267,PG&E Electric #7074 NY,171.25,Energy,PG&E Electric,68.73,2025-06-16,0.8990573275721259
4268,Apple Store #7207 CA,337.79,Shopping,Apple Store,70.61,2025-01-10,0.9269112673736288
4269,Spotify #6992,91.38,Entertainment,Spotify,9.05,2025-06-10,0.9115627446812518
4270,Safeway #2606,116.66,Food,Safeway,33.76,2024-12-01,0.7257260233137454
4271,PG&E Electric #5802,72.65,Energy,PG&E Electric,27.45,2025-01-29,0.9236906737281396
4272,Netflix #8228,14.07,Entertainment,Netflix,1.46,2025-02-07,0.8065079617805448
4273,Shell Gas Station #3501,60.3,Transportation,Shell Gas Station,46.69,2025-04-12,0.9288053385942522
4274,Duke Energy #8154 CA,240.22,Energy,Duke Energy,82.18,2024-11-10,0.7906816304505073
4275,AMC Theaters #1603 TX,92.07,Entertainment,AMC Theaters,8.48,2024-10-22,0.7621192857247987
4276,Subway #1845,37.28,Food,Subway,11.06,2024-08-29,0.9165003088620173
4277,AMC Theaters #2729,36.44,Entertainment,AMC Theaters,3.59,2025-04-09,0.9636130867530359
4278,PG&E Electric #7247,65.86,Energy,PG&E Electric,21.98,2025-05-17,0.9645245591886701
4279,ConEd Utility #8544,95.03,Energy,ConEd Utility,44.49,2024-11-07,0.8461324210988906
4280,PG&E Electric #2423 CA,139.74,Energy,PG&E Electric,62.77,2025-05-31,0.9933327381353663
4281,AMC Theaters #7371,84.59,Entertainment,AMC Theaters,9.19,2025-04-13,0.8031943451616529
4282,Whole Foods #2043 TX,139.1,Food,Whole Foods,41.39,2025-05-14,0.9380781200068518
4283,PG&E Electric #9883 TX,263.27,Energy,PG&E Electric,107.33,2024-06-29,0.7626800137825855
4284,Spotify #1528,43.91,Entertainment,Spotify,4.94,2025-03-12,0.7416031513547315
4285,Netflix #4452,52.71,Entertainment,Netflix,4.47,2025-03-24,0.7626299449054073
4286,AMC Theaters #7570,92.8,Entertainment,AMC Theaters,8.65,2025-06-18,0.7740635865956884
4287,Spotify #8479,62.84,Entertainment,Spotify,7.04,2025-04-30,0.841748118853725
4288,PG&E Electric #7365,142.32,Energy,PG&E Electric,58.38,2024-11-17,0.7397820740135481
4289,Chevron #1574 CA,128.95,Transportation,Chevron,84.83,2025-06-14,0.9601871739238079
4290,McDonalds #6504,103.28,Food,McDonalds,26.22,2024-10-30,0.8953586971095417
4291,ConEd Utility #6003,151.76,Energy,ConEd Utility,55.25,2025-03-10,0.8553905720479329
4292,Best Buy #8859 TX,365.37,Shopping,Best Buy,87.01,2025-03-03,0.9577028205068507
4293,Uber #2647 NY,147.1,Transportation,Uber,120.14,2024-09-14,0.8887107796250553
4294,Spotify #1599,57.67,Entertainment,Spotify,6.49,2025-01-17,0.8940392353363122
4295,ConEd Utility #6879 CA,259.67,Energy,ConEd Utility,118.04,2024-08-20,0.8440829368602824
4296,Lyft #7707,89.37,Transportation,Lyft,59.44,2025-01-05,0.8429515838185933
4297,Duke Energy #1819,138.78,Energy,Duke Energy,60.02,2025-05-20,0.8400330845813782
4298,Apple Store #9679,114.63,Shopping,Apple Store,25.09,2024-09-28,0.7910270938796385
4299,Starbucks #6816 CA,147.23,Food,Starbucks,39.83,2024-09-10,0.8676143720665849
4300,Lyft #5564 CA,67.41,Transportation,Lyft,48.19,2024-11-29,0.8766262869450848
4301,Target #8895 TX,67.79,Shopping,Target,14.54,2024-08-20,0.7679351658632267
4302,Target #2962 CA,394.58,Shopping,Target,67.69,2025-06-02,0.7343369364214785
4303,PG&E Electric #1028 CA,103.83,Energy,PG&E Electric,49.26,2025-03-19,0.9238962048731845
4304,AMC Theaters #7180,17.91,Entertainment,AMC Theaters,1.46,2024-09-27,0.7888023241486201
4305,Whole Foods #6478,41.06,Food,Whole Foods,13.3,2025-02-13,0.8341824746808155
4306,Whole Foods #2106,61.69,Food,Whole Foods,15.61,2024-07-20,0.7194299211063303
4307,Target #2885 NY,195.4,Shopping,Target,37.86,2025-03-12,0.7363514854993665
4308,Starbucks #3896,89.61,Food,Starbucks,25.61,2025-01-04,0.7099301980845851
4309,Lyft #1357 CA,30.77,Transportation,Lyft,21.61,2024-11-04,0.8221839292811756
4310,Spotify #7394 TX,37.0,Entertainment,Spotify,2.98,2024-07-23,0.9830533653511326
4311,Whole Foods #2294,146.25,Food,Whole Foods,47.92,2025-02-25,0.9700008952787793
4312,Safeway #7044,6.36,Food,Safeway,2.03,2024-11-02,0.9781784717472775
4313,Uber #9995,22.47,Transportation,Uber,19.69,2024-11-10,0.9661799977162107
4314,AMC Theaters #1969 CA,35.22,Entertainment,AMC Theaters,3.58,2024-07-07,0.9914970338149407
4315,Subway #1688 NY,61.03,Food,Subway,20.77,2025-01-18,0.9062123374922456
4316,Amazon #1844 CA,255.85,Shopping,Amazon,55.48,2025-05-20,0.7760573106457682
4317,ConEd Utility #7793 CA,125.6,Energy,ConEd Utility,58.06,2025-05-20,0.726485401358716
4318,Duke Energy #6830,104.07,Energy,Duke Energy,41.18,2025-01-29,0.7550358840877666
4319,Subway #4007,50.9,Food,Subway,17.56,2024-09-06,0.7358992562642434
4320,Netflix #2359,82.93,Entertainment,Netflix,8.14,2025-05-08,0.7827822827912969
4321,Target #9156,59.22,Shopping,Target,11.94,2025-02-25,0.951898690336623
4322,Safeway #6384,103.64,Food,Safeway,34.9,2024-06-24,0.8743109899944037
4323,Whole Foods #2938 TX,77.25,Food,Whole Foods,27.29,2024-12-27,0.7816460425086205
4324,Safeway #1906,128.45,Food,Safeway,39.32,2024-10-15,0.8512546685945609
4325,Duke Energy #4718,259.05,Energy,Duke Energy,93.64,2025-05-28,0.9807583348200146
4326,Safeway #6136,90.45,Food,Safeway,27.44,2024-09-13,0.8016420068742753
4327,Starbucks #8414,45.98,Food,Starbucks,11.11,2024-10-19,0.9814809002809518
4328,Netflix #4952 CA,15.94,Entertainment,Netflix,1.86,2025-03-25,0.9645792208266044
4329,PG&E Electric #8380 NY,107.67,Energy,PG&E Electric,44.27,2025-02-01,0.7583045575223667
4330,Spotify #1666 CA,79.63,Entertainment,Spotify,9.0,2025-05-20,0.9950911843379083
4331,Duke Energy #6303,262.66,Energy,Duke Energy,102.89,2024-12-24,0.9630662411143286
4332,ConEd Utility #4817,161.38,Energy,ConEd Utility,59.92,2025-05-02,0.9050188087090132
4333,ConEd Utility #4528 TX,94.74,Energy,ConEd Utility,35.95,2025-06-13,0.7948792532904712
4334,Spotify #6630,97.13,Entertainment,Spotify,10.57,2025-03-10,0.7625525571617027
4335,PG&E Electric #7417,135.86,Energy,PG&E Electric,51.25,2025-04-18,0.9221876545280192
4336,Apple Store #7613,174.57,Shopping,Apple Store,32.45,2024-08-04,0.8373826505744064
4337,AMC Theaters #9074,67.75,Entertainment,AMC Theaters,5.52,2024-11-03,0.847955488239431
4338,PG&E Electric #3021,192.29,Energy,PG&E Electric,79.99,2024-11-06,0.9021824997344507
4339,Duke Energy #5351,138.38,Energy,Duke Energy,62.04,2024-07-26,0.9508759303884242
4340,Delta Airlines #9566 NY,128.05,Transportation,Delta Airlines,107.55,2025-06-03,0.7586196479430931
4341,PG&E Electric #5660 TX,209.66,Energy,PG&E Electric,68.51,2025-05-26,0.9346919099998914
4342,Netflix #5131,85.69,Entertainment,Netflix,9.84,2024-10-01,0.8036643049469956
4343,Uber #1015,186.97,Transportation,Uber,165.33,2024-08-31,0.7787487545685728
4344,Netflix #7403,35.84,Entertainment,Netflix,2.88,2025-01-14,0.9329706378549834
4345,Best Buy #9490 NY,93.39,Shopping,Best Buy,18.41,2025-01-13,0.8568302250319888
4346,Safeway #4048 NY,108.44,Food,Safeway,36.24,2025-01-29,0.7561439305710037
4347,Starbucks #8562,23.99,Food,Starbucks,6.51,2024-09-08,0.8061232531502535
4348,Uber #5114 NY,174.36,Transportation,Uber,147.54,2025-04-27,0.7044987744128469
4349,Amazon #5856,65.66,Shopping,Amazon,13.76,2025-02-06,0.7642132961982538
4350,Apple Store #9636 NY,451.49,Shopping,Apple Store,85.53,2024-08-16,0.9841245140696429
4351,AMC Theaters #7923,54.33,Entertainment,AMC Theaters,5.35,2024-12-03,0.7448408548316175
4352,Best Buy #4061,259.71,Shopping,Best Buy,50.23,2025-04-25,0.7652165486982602
4353,Whole Foods #8609,108.09,Food,Whole Foods,31.88,2024-10-22,0.7973872832222231
4354,Spotify #4675,65.46,Entertainment,Spotify,5.28,2024-07-13,0.975139103829193
4355,Safeway #6637 TX,51.58,Food,Safeway,17.64,2024-12-20,0.8868962864466324
4356,Netflix #2515,33.22,Entertainment,Netflix,3.85,2024-10-11,0.8588228592730262
4357,Duke Energy #1430,199.84,Energy,Duke Energy,78.1,2025-03-18,0.8415724826809652
4358,Shell Gas Station #2259,106.59,Transportation,Shell Gas Station,83.32,2024-07-11,0.8261501575924922
4359,Chevron #4491 NY,74.92,Transportation,Chevron,58.64,2025-01-24,0.963569291612667
4360,Spotify #4254,85.3,Entertainment,Spotify,7.3,2025-03-06,0.9007246892789841
4361,Spotify #1022,27.52,Entertainment,Spotify,2.46,2024-12-25,0.7751664813842957
4362,Best Buy #9374,145.1,Shopping,Best Buy,31.58,2024-06-28,0.9409705834411582
4363,Best Buy #2907,364.79,Shopping,Best Buy,65.45,2025-01-09,0.927423462924802
4364,Amazon #7942,47.11,Shopping,Amazon,7.9,2024-10-04,0.7679955477375626
4365,Safeway #4243 NY,115.64,Food,Safeway,41.28,2025-01-14,0.7525635451205598
4366,Duke Energy #9780 TX,257.13,Energy,Duke Energy,92.38,2024-12-09,0.9683455337408864
4367,Lyft #5082 NY,159.73,Transportation,Lyft,145.31,2024-09-10,0.8156802586967759
4368,PG&E Electric #9484,62.24,Energy,PG&E Electric,29.86,2025-04-21,0.7364940200232692
4369,PG&E Electric #2575,167.32,Energy,PG&E Electric,77.87,2025-03-23,0.7021884738873402
4370,AMC Theaters #6600,74.17,Entertainment,AMC Theaters,7.75,2025-02-25,0.7910967428736765
4371,Apple Store #6069,487.99,Shopping,Apple Store,87.02,2025-05-26,0.9540291362323026
4372,Starbucks #8208,48.19,Food,Starbucks,14.73,2025-03-04,0.9971278123651555
4373,ConEd Utility #5238 TX,151.45,Energy,ConEd Utility,54.03,2024-12-10,0.7140399966389195
4374,Chevron #4541 TX,32.61,Transportation,Chevron,22.22,2024-09-22,0.7414235956987437
4375,Whole Foods #4649,98.28,Food,Whole Foods,29.11,2024-08-19,0.8012941381817945
4376,AMC Theaters #8403 NY,30.03,Entertainment,AMC Theaters,3.29,2025-05-05,0.9996593681309702
4377,Safeway #3860,93.87,Food,Safeway,33.36,2025-04-13,0.9652870622177502
4378,Chevron #7331 NY,64.14,Transportation,Chevron,56.52,2024-10-20,0.8316777216566433
4379,McDonalds #8104,146.37,Food,McDonalds,42.21,2024-12-04,0.9332352566506392
4380,Lyft #2229,173.02,Transportation,Lyft,163.17,2025-05-16,0.7997577866472023
4381,PG&E Electric #1719,141.24,Energy,PG&E Electric,56.91,2024-07-06,0.9185513198993132
4382,PG&E Electric #1135,123.18,Energy,PG&E Electric,55.73,2025-04-24,0.7152041491443137
4383,Best Buy #8284,312.06,Shopping,Best Buy,62.84,2024-08-04,0.863280430868044
4384,Delta Airlines #4574,148.09,Transportation,Delta Airlines,128.42,2025-01-04,0.8048596848587621
4385,PG&E Electric #1786,76.06,Energy,PG&E Electric,27.85,2025-01-05,0.9814709400126027
4386,AMC Theaters #2843,40.92,Entertainment,AMC Theaters,3.36,2025-04-04,0.9138239717403979
4387,Chevron #1026,53.58,Transportation,Chevron,36.92,2025-06-19,0.9373809696285982
4388,ConEd Utility #7606,53.94,Energy,ConEd Utility,24.23,2025-02-02,0.7281149828518365
4389,Netflix #1376 CA,31.11,Entertainment,Netflix,2.97,2025-04-12,0.7374088056809608
4390,Lyft #5133 NY,55.34,Transportation,Lyft,52.73,2024-11-22,0.7001964794293073
4391,ConEd Utility #8685 CA,62.54,Energy,ConEd Utility,21.8,2024-08-25,0.8364917208255689
4392,Delta Airlines #4547,106.19,Transportation,Delta Airlines,83.19,2025-01-31,0.8720775497432929
4393,Netflix #2646 TX,26.36,Entertainment,Netflix,2.43,2024-11-08,0.9808577524662629
4394,Lyft #2681 NY,40.69,Transportation,Lyft,32.04,2024-07-18,0.9757290391200215
4395,McDonalds #5903,101.46,Food,McDonalds,36.39,2024-12-07,0.7905233339781363
4396,Starbucks #2533,113.13,Food,Starbucks,37.79,2024-07-04,0.9733379708395223
4397,Starbucks #9350,21.54,Food,Starbucks,5.7,2025-01-09,0.8695000476375854
4398,Whole Foods #2545 NY,131.71,Food,Whole Foods,40.95,2024-10-03,0.7666724893309816
4399,Target #8826,383.47,Shopping,Target,90.11,2024-07-08,0.9863911895602315
4400,Target #3675,259.21,Shopping,Target,45.47,2024-08-21,0.7957644084925772
4401,Shell Gas Station #7628,91.27,Transportation,Shell Gas Station,78.16,2025-01-18,0.9551955044326521
4402,PG&E Electric #3188,173.54,Energy,PG&E Electric,77.87,2024-10-11,0.8965245194566818
4403,Lyft #9780 CA,182.06,Transportation,Lyft,120.67,2024-11-22,0.759331936607783
4404,Target #7057,439.46,Shopping,Target,75.42,2024-12-04,0.7912935783415938
4405,Netflix #7825,80.24,Entertainment,Netflix,7.95,2025-03-21,0.890089376695434
4406,ConEd Utility #7281,233.64,Energy,ConEd Utility,87.23,2025-05-21,0.7603565343153257
4407,Shell Gas Station #4003,131.13,Transportation,Shell Gas Station,89.14,2025-06-06,0.9942089214751668
4408,AMC Theaters #2843,70.28,Entertainment,AMC Theaters,5.87,2024-09-26,0.8517209532115522
4409,Safeway #8764,131.31,Food,Safeway,36.43,2024-09-12,0.8042552852267453
4410,Apple Store #2625 CA,334.01,Shopping,Apple Store,61.91,2025-01-29,0.9444815048314097
4411,Chevron #2447 CA,100.5,Transportation,Chevron,81.43,2025-05-07,0.7098552652893221
4412,Uber #7957,178.39,Transportation,Uber,149.77,2025-05-21,0.8926966701116732
4413,Subway #3839 NY,20.5,Food,Subway,5.69,2024-06-29,0.8315148386123704
4414,Safeway #5626 CA,89.47,Food,Safeway,30.35,2024-12-12,0.7497068836487434
4415,Duke Energy #4371,88.85,Energy,Duke Energy,37.9,2024-12-06,0.9349963806476643
4416,Best Buy #6698,20.05,Shopping,Best Buy,4.29,2025-03-17,0.9697899468468055
4417,Shell Gas Station #4926 NY,22.92,Transportation,Shell Gas Station,16.91,2024-08-31,0.9815421953463019
4418,AMC Theaters #3178 NY,64.23,Entertainment,AMC Theaters,6.31,2024-12-25,0.7121788057091285
4419,PG&E Electric #3195,182.71,Energy,PG&E Electric,86.36,2024-10-18,0.7937408588618995
4420,PG&E Electric #2897,244.2,Energy,PG&E Electric,87.59,2024-11-13,0.8767584407960262
4421,Amazon #2723 TX,77.52,Shopping,Amazon,17.48,2024-08-26,0.8833908152302654
4422,Netflix #1563 NY,79.29,Entertainment,Netflix,7.05,2024-09-04,0.9775020196577939
4423,Whole Foods #4158,61.79,Food,Whole Foods,15.28,2024-10-14,0.7099726380713489
4424,Netflix #5232,78.6,Entertainment,Netflix,9.36,2024-10-27,0.7883559016280928
4425,Starbucks #9607,89.49,Food,Starbucks,25.46,2024-11-26,0.9235473627911408
4426,ConEd Utility #8080,102.81,Energy,ConEd Utility,49.24,2025-03-25,0.7563387846442933
4427,Best Buy #1209 CA,140.78,Shopping,Best Buy,25.29,2025-04-27,0.7179365495538426
4428,PG&E Electric #7730,171.07,Energy,PG&E Electric,61.62,2025-03-21,0.8856689054344845
4429,ConEd Utility #4679,99.53,Energy,ConEd Utility,42.63,2025-02-13,0.8511360957050125
4430,Chevron #3055,36.09,Transportation,Chevron,27.28,2025-04-15,0.9429749104423316
4431,ConEd Utility #3686,293.57,Energy,ConEd Utility,121.82,2024-09-13,0.7605333308341211
4432,Subway #7536,111.94,Food,Subway,36.52,2024-08-19,0.764759906432032
4433,ConEd Utility #9257,55.31,Energy,ConEd Utility,22.61,2025-05-05,0.7988370170956817
4434,Apple Store #9534 CA,448.64,Shopping,Apple Store,71.98,2024-11-10,0.7077991122287427
4435,Netflix #2955,32.1,Entertainment,Netflix,2.69,2024-11-15,0.8674127525755446
4436,AMC Theaters #5561 NY,46.12,Entertainment,AMC Theaters,5.28,2025-02-09,0.8620309686303002
4437,Target #1834,403.21,Shopping,Target,95.75,2024-08-15,0.8341433016729626
4438,McDonalds #8217,26.71,Food,McDonalds,8.76,2024-07-25,0.7794420135915777
4439,Spotify #5012,61.32,Entertainment,Spotify,6.21,2024-12-18,0.7927004154340374
4440,Whole Foods #8103 NY,16.02,Food,Whole Foods,5.24,2025-05-26,0.8135405419993336
4441,Uber #1803 CA,110.1,Transportation,Uber,94.12,2025-06-17,0.702896067377988
4442,Target #4693 TX,283.33,Shopping,Target,57.16,2025-04-22,0.9587552414158065
4443,Target #6438 NY,107.56,Shopping,Target,24.86,2024-11-19,0.8573444493574319
4444,Subway #8331,85.99,Food,Subway,28.25,2025-03-08,0.7635324605746971
4445,AMC Theaters #3773,20.74,Entertainment,AMC Theaters,2.3,2025-03-25,0.906117121863721
4446,Amazon #9367,412.47,Shopping,Amazon,86.18,2025-05-26,0.8055430274821336
4447,Safeway #1691,39.36,Food,Safeway,9.92,2025-05-17,0.911598680997627
4448,Spotify #4779,97.83,Entertainment,Spotify,11.2,2025-06-10,0.824391648185938
4449,Whole Foods #1877,75.19,Food,Whole Foods,23.06,2025-06-20,0.8815609819940755
4450,Netflix #4131 TX,29.96,Entertainment,Netflix,3.59,2024-12-19,0.7549028372469294
4451,Best Buy #6106 TX,476.33,Shopping,Best Buy,76.41,2024-12-23,0.7926390923781952
4452,ConEd Utility #8029,122.63,Energy,ConEd Utility,46.28,2025-05-07,0.7447536922318532
4453,Netflix #6250,8.71,Entertainment,Netflix,1.02,2025-05-03,0.8396306655425276
4454,PG&E Electric #2304,252.35,Energy,PG&E Electric,111.5,2024-07-28,0.9972830237408052
4455,Uber #4553,41.5,Transportation,Uber,35.18,2024-09-14,0.9158177269607187
4456,PG&E Electric #6778,61.68,Energy,PG&E Electric,25.72,2024-08-15,0.993049322732908
4457,Spotify #3920,65.66,Entertainment,Spotify,6.73,2024-11-02,0.8489102171996192
4458,Spotify #1144 NY,43.86,Entertainment,Spotify,4.52,2024-11-09,0.9566340584184652
4459,Duke Energy #1295,252.93,Energy,Duke Energy,106.3,2025-04-05,0.8741864029564611
4460,PG&E Electric #5750 CA,260.2,Energy,PG&E Electric,124.03,2024-10-23,0.7663918319916951
4461,Subway #3612,29.9,Food,Subway,9.17,2025-01-03,0.7363066478566679
4462,Duke Energy #6694 NY,79.75,Energy,Duke Energy,29.21,2024-08-05,0.8365971713060977
4463,ConEd Utility #9678,196.78,Energy,ConEd Utility,76.37,2025-02-05,0.8737924821821759
4464,Best Buy #4366 CA,57.4,Shopping,Best Buy,10.44,2025-05-01,0.7433804516599285
4465,Apple Store #7313,75.35,Shopping,Apple Store,16.61,2025-03-16,0.8001298577974401
4466,PG&E Electric #9387,269.5,Energy,PG&E Electric,107.79,2024-12-31,0.761280048181742
4467,Best Buy #5790,417.58,Shopping,Best Buy,87.48,2025-03-28,0.7927030473585632
4468,Lyft #5765,187.01,Transportation,Lyft,174.26,2025-06-20,0.8849173395715477
4469,Delta Airlines #6971,18.81,Transportation,Delta Airlines,16.41,2024-12-31,0.9921132754040527
4470,Apple Store #7734,188.48,Shopping,Apple Store,45.18,2024-11-10,0.842143658550347
4471,Apple Store #4633,461.25,Shopping,Apple Store,106.32,2024-12-07,0.9749451211003788
4472,Delta Airlines #5581,185.89,Transportation,Delta Airlines,133.5,2024-10-14,0.8791487119205149
4473,Shell Gas Station #3940,121.36,Transportation,Shell Gas Station,79.76,2025-02-13,0.989084902613133
4474,Starbucks #3310,55.93,Food,Starbucks,19.71,2024-10-13,0.8049829066073013
4475,AMC Theaters #9093 NY,25.71,Entertainment,AMC Theaters,2.44,2025-03-02,0.8984940424174314
4476,PG&E Electric #1967 TX,81.61,Energy,PG&E Electric,34.54,2025-05-19,0.9761043331626982
4477,Uber #7381 CA,131.63,Transportation,Uber,89.24,2024-09-01,0.8196244371811066
4478,Spotify #2072 NY,67.64,Entertainment,Spotify,6.73,2025-02-14,0.9197744328634674
4479,Duke Energy #4838,110.23,Energy,Duke Energy,38.84,2024-12-06,0.881667099130394
4480,Spotify #2529,17.05,Entertainment,Spotify,1.54,2024-09-08,0.8974559098388906
4481,Duke Energy #3488 CA,194.75,Energy,Duke Energy,67.33,2025-02-19,0.9883669748410888
4482,Lyft #7725,103.08,Transportation,Lyft,78.23,2024-10-17,0.9242098413882504
4483,Lyft #9343,51.02,Transportation,Lyft,33.58,2024-11-13,0.8885113066574485
4484,Spotify #5474 CA,62.41,Entertainment,Spotify,6.64,2025-03-13,0.8706264258160602
4485,PG&E Electric #3035,193.91,Energy,PG&E Electric,79.34,2024-12-07,0.729706317564272
4486,PG&E Electric #1478 NY,164.04,Energy,PG&E Electric,61.83,2025-01-27,0.7635688238239069
4487,Target #2940,201.4,Shopping,Target,36.13,2025-03-18,0.7094312845352013
4488,Netflix #5155,75.03,Entertainment,Netflix,8.01,2025-06-01,0.9190406391363022
4489,PG&E Electric #2445,211.92,Energy,PG&E Electric,99.38,2025-01-18,0.7037759988408409
4490,Duke Energy #7521 TX,68.36,Energy,Duke Energy,22.54,2025-02-05,0.9293418493189107
4491,AMC Theaters #9502 TX,42.7,Entertainment,AMC Theaters,4.27,2024-09-12,0.7172956767673377
4492,Spotify #8198 NY,89.19,Entertainment,Spotify,10.65,2025-05-27,0.8000074036491382
4493,Shell Gas Station #7580,53.77,Transportation,Shell Gas Station,36.31,2025-04-26,0.8553578532102295
4494,Best Buy #3660,361.71,Shopping,Best Buy,82.06,2024-11-06,0.7431453587309409
4495,Shell Gas Station #1714 NY,164.81,Transportation,Shell Gas Station,157.03,2024-10-18,0.7306493890378276
4496,ConEd Utility #3244,63.51,Energy,ConEd Utility,24.99,2024-07-16,0.8614503114427089
4497,ConEd Utility #1533 NY,53.05,Energy,ConEd Utility,25.19,2025-01-22,0.8852826748603412
4498,McDonalds #5590 CA,120.71,Food,McDonalds,34.02,2025-01-25,0.8758670783078346
4499,Best Buy #7754,10.02,Shopping,Best Buy,1.88,2024-09-06,0.8720240802122666
4500,Spotify #6174,46.57,Entertainment,Spotify,4.15,2025-01-03,0.8798721212870124
4501,McDonalds #6575,83.29,Food,McDonalds,28.33,2025-02-04,0.7096808886848928
4502,Best Buy #5835,42.81,Shopping,Best Buy,8.74,2025-03-29,0.8281454053741346
4503,Uber #2979,84.51,Transportation,Uber,62.9,2025-05-16,0.8507831749560424
4504,Duke Energy #5186 CA,286.23,Energy,Duke Energy,95.62,2024-10-12,0.948989905803657
4505,Lyft #5046,27.56,Transportation,Lyft,19.97,2025-03-17,0.7750151059632262
4506,Shell Gas Station #6389,74.79,Transportation,Shell Gas Station,50.25,2025-03-15,0.7456110313063282
4507,ConEd Utility #3194 NY,153.96,Energy,ConEd Utility,67.69,2025-05-17,0.9061285546335907
